Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit
1333,CA-2015-122567,2015-02-16,21-02-2015,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,1,0.16968764458874439
1334,CA-2015-122567,2015-02-16,21-02-2015,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",7.96,2,1.5360966919876928
1335,CA-2015-121664,2015-05-06,10-05-2015,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Los Angeles,California,90049.0,West,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,140.736,6,10.301999621950799
1336,CA-2017-122133,2017-05-16,23-05-2017,Standard Class,JR-15670,Jim Radford,Consumer,United States,Middletown,Connecticut,6457.0,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",552.56,8,32.81169073882827
1337,US-2018-123281,2018-04-02,07-04-2018,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Los Angeles,California,90008.0,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,25.11,4,2.9509699547574475
1338,CA-2018-100524,2018-03-31,02-04-2018,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10011.0,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,29.78,1,2.072197665024354
1339,CA-2018-100524,2018-03-31,02-04-2018,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10011.0,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,3,198.14998293221717
1340,CA-2018-100524,2018-03-31,02-04-2018,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",75.04,8,13.017906883957647
1341,CA-2018-113481,2018-01-02,04-01-2018,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,28540.0,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,7,139.54803675145493
1342,CA-2018-113481,2018-01-02,04-01-2018,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,28540.0,South,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",15.66,4,2.8776063901913442
1343,CA-2018-113481,2018-01-02,04-01-2018,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,28540.0,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,28.854,8,2.579306287937031
1344,CA-2016-131758,2016-05-28,01-06-2016,Standard Class,KB-16315,Karl Braun,Consumer,United States,Freeport,New York,11520.0,East,OFF-AR-10000411,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,47.82,6,10.94200693366638
1345,CA-2016-131758,2016-05-28,01-06-2016,Standard Class,KB-16315,Karl Braun,Consumer,United States,Freeport,New York,11520.0,East,OFF-LA-10000262,Office Supplies,Labels,Avery 494,13.05,6,0.663005459392535
1346,CA-2015-118339,2015-03-17,24-03-2015,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044.0,Central,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,93.78,2,23.97980288202582
1347,CA-2015-118339,2015-03-17,24-03-2015,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044.0,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",47.18,9,6.499604125073421
1348,CA-2015-118339,2015-03-17,24-03-2015,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044.0,Central,OFF-AR-10003829,Office Supplies,Art,Newell 35,19.68,2,2.1176727338450623
1349,CA-2015-118339,2015-03-17,24-03-2015,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044.0,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,53.4,5,4.824946977326341
1350,CA-2015-118339,2015-03-17,24-03-2015,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044.0,Central,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,35.88,2,5.766826843574488
1351,CA-2015-153976,2015-10-03,08-10-2015,Second Class,BP-11290,Beth Paige,Consumer,United States,Evanston,Illinois,60201.0,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",258.279,2,25.400013889751698
1352,CA-2017-162901,2017-03-28,31-03-2017,First Class,AS-10045,Aaron Smayling,Corporate,United States,Arlington,Virginia,22204.0,South,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,31.4,9,4.718323390405828
1353,CA-2018-162978,2018-05-04,09-05-2018,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109.0,West,TEC-PH-10003092,Technology,Phones,Motorola L804,183.96,1,16.498933580605726
1354,CA-2018-162978,2018-05-04,09-05-2018,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109.0,West,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,17.61,2,2.4456386431926265
1355,CA-2018-162978,2018-05-04,09-05-2018,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109.0,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.904,7,59.83540237850747
1356,US-2015-160444,2015-07-05,05-07-2015,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,77036.0,Central,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",220.776,7,18.70307936657682
1357,US-2015-160444,2015-07-05,05-07-2015,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,77036.0,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,281.424,1,25.656878684127136
1358,CA-2017-145247,2017-05-05,07-05-2017,First Class,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,40214.0,South,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,79.14,6,7.649590132292891
1359,CA-2018-160045,2018-04-26,27-04-2018,First Class,LB-16735,Larry Blacks,Consumer,United States,Fort Worth,Texas,76106.0,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1.988,4,0.4914649126439464
1360,US-2015-151925,2015-09-26,01-10-2015,Second Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,90049.0,West,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",145.568,5,30.835084917489755
1361,CA-2018-125199,2018-10-19,25-10-2018,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,123.256,6,18.534823292453538
1362,CA-2018-125199,2018-10-19,25-10-2018,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",23.68,8,4.149242168146061
1363,CA-2018-125199,2018-10-19,25-10-2018,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,309.576,1,64.78462999938581
1364,US-2018-155425,2018-11-10,11-11-2018,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705.0,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,38.388,1,10.461519761627825
1365,US-2018-155425,2018-11-10,11-11-2018,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705.0,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,95.994,6,8.195779367174708
1366,US-2018-155425,2018-11-10,11-11-2018,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705.0,West,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,239.952,3,71.15786976060278
1367,US-2018-155425,2018-11-10,11-11-2018,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705.0,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,201.584,7,37.129304826216966
1368,US-2018-155425,2018-11-10,11-11-2018,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705.0,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,899.136,2,104.27150190136102
1369,CA-2018-133249,2018-07-08,11-07-2018,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Pico Rivera,California,90660.0,West,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,2,34.16875629311997
1370,US-2016-103471,2016-12-24,28-12-2016,Standard Class,JR-15670,Jim Radford,Consumer,United States,Colorado Springs,Colorado,80906.0,West,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.058,5,122.94120874137761
1371,US-2016-103471,2016-12-24,28-12-2016,Standard Class,JR-15670,Jim Radford,Consumer,United States,Colorado Springs,Colorado,80906.0,West,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",14.04,2,1.2937585138718504
1372,CA-2018-136672,2018-03-07,12-03-2018,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Clinton,Maryland,20735.0,East,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,49.08,4,11.626337012107037
1373,US-2015-157021,2015-04-01,06-04-2015,Second Class,KM-16720,Kunst Miller,Consumer,United States,Vallejo,California,94591.0,West,OFF-LA-10002312,Office Supplies,Labels,Avery 490,29.6,8,3.822894395479856
1374,US-2015-157021,2015-04-01,06-04-2015,Second Class,KM-16720,Kunst Miller,Consumer,United States,Vallejo,California,94591.0,West,OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",17.088,2,2.6990484390992866
1375,CA-2016-120362,2016-09-14,19-09-2016,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Provo,Utah,84604.0,West,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",912.75,3,140.71582639433217
1376,CA-2015-126361,2015-08-04,09-08-2015,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062.0,West,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75,5,271.01472333318
1377,CA-2015-126361,2015-08-04,09-08-2015,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062.0,West,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,447.84,8,99.01080148713962
1378,CA-2015-126361,2015-08-04,09-08-2015,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062.0,West,OFF-AR-10000896,Office Supplies,Art,Newell 329,16.4,1,1.3381387614945404
1379,CA-2015-126361,2015-08-04,09-08-2015,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062.0,West,TEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone,399.96,7,64.73823416247528
1380,CA-2015-126361,2015-08-04,09-08-2015,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062.0,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,6,9.2884288846671
1381,CA-2015-126361,2015-08-04,09-08-2015,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062.0,West,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,13.184,1,2.668533957204846
1382,US-2017-100566,2017-09-03,09-09-2017,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Aurora,Illinois,60505.0,Central,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",83.952,3,19.158857218034623
1383,US-2017-108504,2017-02-05,05-02-2017,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080.0,South,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",80.98,1,17.759433214268043
1384,US-2017-108504,2017-02-05,05-02-2017,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080.0,South,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,348.84,7,59.389018192825624
1385,US-2017-108504,2017-02-05,05-02-2017,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080.0,South,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,9.45,7,0.8671474827847361
1386,US-2017-108504,2017-02-05,05-02-2017,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080.0,South,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",18.84,3,3.0868193453116914
1387,US-2017-108504,2017-02-05,05-02-2017,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080.0,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",239.98,7,29.47941331171009
1388,US-2017-108504,2017-02-05,05-02-2017,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080.0,South,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,167.96,1,43.16065569156198
1389,US-2017-108504,2017-02-05,05-02-2017,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080.0,South,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,1,6.918672097874565
1390,US-2017-108504,2017-02-05,05-02-2017,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080.0,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,484.83,6,110.0997478820978
1391,US-2017-108504,2017-02-05,05-02-2017,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080.0,South,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,15.766040019021517
1392,US-2017-108504,2017-02-05,05-02-2017,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080.0,South,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,5,16.711232177936296
1393,US-2017-108504,2017-02-05,05-02-2017,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080.0,South,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,342.37,8,83.86858862417081
1394,CA-2018-124828,2018-07-03,04-07-2018,First Class,YS-21880,Yana Sorensen,Corporate,United States,Burlington,North Carolina,27217.0,South,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,9.552,5,1.6288727505648841
1395,US-2018-117247,2018-10-09,14-10-2018,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,60505.0,Central,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",652.45,5,50.06953547603515
1396,US-2018-117247,2018-10-09,14-10-2018,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,60505.0,Central,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,66.645,5,14.232583450271932
1397,CA-2017-124485,2017-11-24,26-11-2017,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,10035.0,East,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",17.216,1,3.3925468433460573
1398,CA-2017-124485,2017-11-24,26-11-2017,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,11.56,5,2.6316511309260067
1399,CA-2017-124485,2017-11-24,26-11-2017,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,10035.0,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,88.4,6,22.58571583416551
1400,CA-2017-124485,2017-11-24,26-11-2017,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,6.48,2,1.5579136034956718
1401,CA-2017-159212,2017-11-01,05-11-2017,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Salem,Virginia,24153.0,South,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,9,5.64157029104422
1402,CA-2017-159212,2017-11-01,05-11-2017,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Salem,Virginia,24153.0,South,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,251.79,3,46.55692034462577
1403,US-2017-161396,2017-04-19,25-04-2017,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio,43229.0,East,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",205.176,3,19.810492939476617
1404,US-2017-161396,2017-04-19,25-04-2017,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio,43229.0,East,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,419.4,5,81.03999267841033
1405,US-2015-118486,2015-04-06,08-04-2015,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,10.304,4,2.0707446802199967
1406,US-2015-118486,2015-04-06,08-04-2015,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,154.764,4,24.57072588581057
1407,US-2015-118486,2015-04-06,08-04-2015,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,116.784,9,26.416635204317853
1408,CA-2017-130407,2017-09-02,06-09-2017,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,10024.0,East,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,75.48,7,16.44591556025233
1409,CA-2017-130407,2017-09-02,06-09-2017,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,10024.0,East,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,39.98,2,11.74746309831511
1410,US-2017-122245,2017-09-25,30-09-2017,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023.0,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165,5,27.88947383058172
1411,CA-2018-105144,2018-11-04,11-11-2018,Standard Class,SZ-20035,Sam Zeldin,Home Office,United States,Grand Prairie,Texas,75051.0,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,23.68,4,3.9758774682156246
1412,CA-2017-136329,2017-07-09,13-07-2017,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,10035.0,East,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,408.006,8,69.88220541962225
1413,CA-2017-136329,2017-07-09,13-07-2017,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,10035.0,East,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",165.28,7,13.139091323499116
1414,CA-2015-146640,2015-06-30,05-07-2015,Standard Class,HA-14905,Helen Abelman,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,334.768,2,78.85814406767014
1415,CA-2018-115994,2018-01-28,31-01-2018,Second Class,BT-11305,Beth Thompson,Home Office,United States,Costa Mesa,California,92627.0,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,239.97,5,39.3163822273226
1416,CA-2018-115994,2018-01-28,31-01-2018,Second Class,BT-11305,Beth Thompson,Home Office,United States,Costa Mesa,California,92627.0,West,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",37.74,2,6.31869558213108
1417,CA-2016-126697,2016-09-21,24-09-2016,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,77041.0,Central,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.344,7,170.59016460529637
1418,CA-2016-126697,2016-09-21,24-09-2016,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,77041.0,Central,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,151.2,4,34.01476418294964
1419,CA-2016-126697,2016-09-21,24-09-2016,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,77041.0,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,4.928,6,0.735140457527833
1420,CA-2016-124800,2016-09-26,30-09-2016,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204.0,West,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,86.272,6,9.988773373042212
1421,CA-2016-124800,2016-09-26,30-09-2016,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204.0,West,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,72.588,2,7.462091142063503
1422,CA-2016-124800,2016-09-26,30-09-2016,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204.0,West,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,60.672,1,17.996386684918406
1423,CA-2016-124800,2016-09-26,30-09-2016,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204.0,West,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',77.031,9,20.600222424049164
1424,CA-2016-124800,2016-09-26,30-09-2016,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204.0,West,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,119.904,1,15.317005079454038
1425,CA-2016-124800,2016-09-26,30-09-2016,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204.0,West,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,263.96,2,45.03253740226054
1426,CA-2016-124800,2016-09-26,30-09-2016,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204.0,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,363.648,9,107.57230082477349
1427,US-2016-164448,2016-10-31,04-11-2016,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,93905.0,West,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,9.728,8,1.0965979803243873
1428,US-2016-164448,2016-10-31,04-11-2016,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,93905.0,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",14.75,8,2.6631615794806858
1429,US-2016-164448,2016-10-31,04-11-2016,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,93905.0,West,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8,6,4.780605199032212
1430,US-2016-164448,2016-10-31,04-11-2016,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,93905.0,West,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",427.42,2,80.3614929373357
1431,CA-2018-122700,2018-11-26,30-11-2018,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Columbus,Ohio,43229.0,East,TEC-PH-10003092,Technology,Phones,Motorola L804,220.752,8,25.037567202851186
1432,CA-2015-120768,2015-12-19,21-12-2015,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630.0,South,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,152.76,3,23.131768730645778
1433,CA-2015-120768,2015-12-19,21-12-2015,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630.0,South,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,7.27,7,1.6393020991876557
1434,CA-2015-120768,2015-12-19,21-12-2015,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630.0,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,1819.86,7,477.0785649618514
1435,US-2017-153129,2017-12-26,30-12-2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,Seattle,Washington,98105.0,West,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,33.9,9,6.734531992818096
1436,CA-2018-106852,2018-06-20,27-06-2018,Standard Class,ST-20530,Shui Tom,Consumer,United States,Parma,Ohio,44134.0,East,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,31.104,3,5.224595587902862
1437,CA-2018-106852,2018-06-20,27-06-2018,Standard Class,ST-20530,Shui Tom,Consumer,United States,Parma,Ohio,44134.0,East,OFF-AR-10003829,Office Supplies,Art,Newell 35,5.248,6,0.4094543232120067
1438,CA-2016-139731,2016-10-15,15-10-2016,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,79109.0,Central,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,263.88,5,17.335008698831924
1439,CA-2016-139731,2016-10-15,15-10-2016,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,79109.0,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2453.43,9,689.087492106627
1440,CA-2018-122735,2018-04-12,15-04-2018,Second Class,BD-11320,Bill Donatelli,Consumer,United States,Providence,Rhode Island,2908.0,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,29.7,8,4.512898389281468
